area,construction_status,per_sqr_ft,price,property_location,title,years
798 ,Ready to move,"19,925 ",1.59 Cr,"Thane West, Mumbai",2 BHK Apartment in Wadhwa Wadhwa Courtyard,1 - 2 years old
650 ,Under Construction,"22,000 ",1.43 Cr,"Thane West, Mumbai",2 BHK Apartment in TATA Serein Phase 1,Possession by Aug 2021
1100 ,Ready to move,"6,818 ",75 L,"Ulwe, Mumbai",2 BHK Apartment,2 Bathrooms
680 ,Ready to move,"13,970 ",95 L,"Kurla East, Mumbai",1 BHK Apartment,Resale 
650 ,Ready to move,"6,923 ",45 L,"Kalamboli, Mumbai",1 BHK Apartment,2 Bathrooms
550 ,Under Construction,"10,000 ",55 L,"kasaradavali thane west, Mumbai",1 BHK Apartment,2 Bathrooms
946 ,Ready to move,"7,885 ",74.6 L,"kasaradavali thane west, Mumbai",2 BHK Apartment,0 - 1 year old
358 ,Under Construction,"27,450 ",97.99 L,"Wadala, Mumbai",1 BHK Apartment in Labdhi Codename Convenient,Possession by Dec 2026
328 ,Under Construction,"27,522 ",89.99 L,"Wadala, Mumbai",1 BHK Apartment in Labdhi Codename Convenient,Possession by Dec 2026
 , , ,  ,,,
487 ,Under Construction,"27,378 ",1.33 Cr,"Wadala, Mumbai",2 BHK Apartment in Labdhi Codename Convenient,Possession by Dec 2026
300 ,Under Construction,"27,333 ",81.99 L,"Wadala, Mumbai",1 BHK Apartment in Labdhi Codename Convenient,Possession by Dec 2026
534 ,Under Construction,"27,153 ",1.45 Cr,"Wadala, Mumbai",2 BHK Apartment in Labdhi Codename Convenient,Possession by Dec 2026
3250 ,Ready to move,"20,000 ",6.5 Cr,"Nerul, Mumbai",4 BHK Apartment,4 Bathrooms
1285 ,Ready to move,"11,673 ",1.5 Cr,"Nerul, Mumbai",2 BHK Apartment,2 Bathrooms
3000 ,Ready to move,"21,666 ",6.5 Cr,"Sanpada, Mumbai",5 BHK Apartment,5 Bathrooms
1125 ,Ready to move,"20,000 ",2.25 Cr,"Sanpada, Mumbai",2 BHK Apartment,2 Bathrooms
1100 ,Ready to move,"19,090 ",2.1 Cr,"Seawoods, Mumbai",2 BHK Apartment in Cidco NRI Complex,16 - 17 years old
925 ,Ready to move,"21,081 ",1.95 Cr,"Santacruz East, Mumbai",2 BHK Apartment in Sumit Sumit Artista,3 - 4 years old
1000 ,Under Construction,"7,600 ",76 L,"Panvel, Mumbai",2 BHK Apartment in Neel Sidhi Regalia,Possession by Nov 2021
600 ,Ready to move,"4,500 ",27 L,"Naigaon East, Mumbai",1 BHK Apartment in Sai Swapn Bhamini Sankul,2 - 3 years old
1240 ,Ready to move,"9,000 ",1.11 Cr,"Kharghar, Mumbai",2 BHK Apartment in Paradise Sai World Empire,New 
1390 ,Ready to move,"9,000 ",1.25 Cr,"Kharghar, Mumbai",2 BHK Apartment in Paradise Sai Wonder,3 - 4 years old
1050 ,Under Construction,"7,619 ",80 L,"Panvel, Mumbai",2 BHK Apartment in Sairama One World,Possession by Nov 2023
800 ,Under Construction,"11,500 ",92 L,"Panvel, Mumbai",2 BHK Apartment in Prajapati Opal,Possession by Dec 2024
1130 ,Under Construction,"8,849 ",1 Cr,"Panvel, Mumbai",2 BHK Apartment in Sadguru Universal,Possession by Nov 2021
500 ,Ready to move,"4,600 ",23 L,"Naigaon East, Mumbai",1 BHK Apartment in Unicorn Arena ,1 - 2 years old
385 ,Ready to move,"7,272 ",27.99 L,"Naigaon East, Mumbai",1 BHK Apartment in KM Narmada Mohan Apartment,1 - 2 years old
1060 ,Ready to move,"8,490 ",90 L,"Kamothe, Mumbai",2 BHK Apartment in Reputed Dolphin Platinum,Resale 
1680 ,Ready to move,"10,250 ",1.72 Cr,"Kharghar, Mumbai",3 BHK Apartment in Paradise Sai Mannat,2 - 3 years old
 , , ,  ,,,
724 ,Under Construction,"18,785 ",1.36 Cr,"Thane West, Mumbai",2 BHK Apartment in Godrej Exquisite,Possession by Sep 2024
767 ,Under Construction,"7,310 ",56 L,"Panvel, Mumbai",2 BHK Apartment in Indiabulls Park,Possession by Nov 2024
767 ,Under Construction,"7,310 ",56 L,"Panvel, Mumbai",2 BHK Apartment in Indiabulls Park,Possession by Nov 2024
557 ,Under Construction,"7,899 ",44 L,"Panvel, Mumbai",1 BHK Apartment in Indiabulls Park,Possession by Nov 2024
557 ,Under Construction,"7,899 ",44 L,"Panvel, Mumbai",1 BHK Apartment in Indiabulls Park,Possession by Nov 2024
675 ,Ready to move,"15,578 ",1.05 Cr,"Thane West, Mumbai",2 BHK Apartment in Dynamix Group Parkwoods,5 - 6 years old
693 ,Ready to move,"15,440 ",1.07 Cr,"Thane West, Mumbai",2 BHK Apartment in Dynamix Group Parkwoods,5 - 6 years old
1132 ,Ready to move,"12,367 ",1.4 Cr,"Koper Khairane, Mumbai",2 BHK Apartment,2 Bathrooms
639 ,Under Construction,"9,537 ",60.94 L,"Panvel, Mumbai",2 BHK Apartment in Wadhwa Wise City,Possession by Nov 2025
435 ,Under Construction,"9,241 ",40.19 L,"Panvel, Mumbai",1 BHK Apartment in Wadhwa Wise City,Possession by Nov 2025
389 ,Under Construction,"10,026 ",39 L,"Panvel, Mumbai",1 BHK Apartment in Wadhwa Wise City,Possession by Nov 2025
641 ,Ready to move,"18,022 ",1.15 Cr,"Thane West, Mumbai",2 BHK Apartment in ACME Ozone Phase 2,1 - 2 years old
676 ,Ready to move,"18,000 ",1.21 Cr,"Thane West, Mumbai",2 BHK Apartment in ACME Ozone Phase 2,1 - 2 years old
616 ,Ready to move,"18,008 ",1.1 Cr,"Thane West, Mumbai",2 BHK Apartment in ACME Ozone Phase 2,1 - 2 years old
1863 ,Under Construction,"9,290 ",1.72 Cr,"Panvel, Mumbai",4 BHK Apartment in Indiabulls Park,Possession by Nov 2024
2602 ,Under Construction,"15,094 ",3.92 Cr,"Panvel, Mumbai",6 BHK Apartment in Indiabulls Park,Possession by Nov 2024
1630 ,Ready to move,"23,098 ",3.76 Cr,"Thane West, Mumbai",4 BHK Apartment in Hiranandani One Hiranandani Park,0 - 1 year old
928 ,Under Construction,"9,913 ",91.99 L,"Panvel, Mumbai",2 BHK Apartment in Indiabulls Park,Possession by Nov 2024
1070 ,Under Construction,"9,719 ",1.04 Cr,"Panvel, Mumbai",3 BHK Apartment in Indiabulls Park,Possession by Nov 2024
2250 ,Ready to move,"24,640 ",5.54 Cr,"Thane West, Mumbai",4 BHK Apartment in Hiranandani One Hiranandani Park,0 - 1 year old
 , , ,  ,,,
1335 ,Under Construction,"9,670 ",1.29 Cr,"Panvel, Mumbai",3 BHK Apartment in Indiabulls Park,Possession by Nov 2024
1636 ,Under Construction,"9,352 ",1.53 Cr,"Panvel, Mumbai",4 BHK Apartment in Indiabulls Park,Possession by Nov 2024
1085 ,Under Construction,"25,738 ",2.78 Cr,"Chembur, Mumbai",3 BHK Apartment in Godrej Prime,Possession by Apr 2022
984 ,Ready to move,"18,005 ",1.77 Cr,"Thane West, Mumbai",3 BHK Apartment in ACME Ozone Phase 2,1 - 2 years old
790 ,Under Construction,"25,728 ",2.02 Cr,"Chembur, Mumbai",2 BHK Apartment in Godrej Prime,Possession by Apr 2022
725 ,Ready to move,"18,009 ",1.3 Cr,"Thane West, Mumbai",2 BHK Apartment in ACME Ozone Phase 2,1 - 2 years old
676 ,Ready to move,"18,010 ",1.21 Cr,"Thane West, Mumbai",2 BHK Apartment in ACME Ozone Phase 2,1 - 2 years old
715 ,Under Construction,"26,433 ",1.88 Cr,"Chembur, Mumbai",2 BHK Apartment in Godrej Prime,Possession by Apr 2022
880 ,Ready to move,"18,004 ",1.58 Cr,"Thane West, Mumbai",3 BHK Apartment in ACME Ozone Phase 2,1 - 2 years old
1050 ,Ready to move,"14,285 ",1.5 Cr,"Kurla West, Mumbai",2 BHK Apartment,2 Bathrooms
745 ,Under Construction,"11,703 ",87.19 L,"Panvel, Mumbai",2 BHK Apartment in Marathon Nexzone,Possession by Nov 2020
745 ,Under Construction,"11,703 ",87.19 L,"Panvel, Mumbai",2 BHK Apartment in Marathon Nexzone,Possession by Nov 2020
1330 ,Ready to move,"27,067 ",3.6 Cr,"Thane West, Mumbai",3 BHK Apartment in NARANG REALTY And WADHWA GROUP Courtyard,0 - 1 year old
1268 ,Ready to move,"27,129 ",3.44 Cr,"Thane West, Mumbai",3 BHK Apartment in NARANG REALTY And WADHWA GROUP Courtyard,0 - 1 year old
675 ,Ready to move,"4,148 ",28 L,"Panvel, Mumbai",1 BHK Apartment in Radhey Heritage,5 - 6 years old
630 ,Ready to move,"5,396 ",34 L,"Nere, Mumbai",1 BHK Apartment,1 - 2 years old
946 ,Ready to move,"7,526 ",71.2 L,"kasaradavali thane west, Mumbai",2 BHK Apartment,0 - 1 year old
1086 ,Under Construction,"7,790 ",84.6 L,"kasaradavali thane west, Mumbai",2 BHK Apartment,2 Bathrooms
1083 ,Ready to move,"8,217 ",89 L,"kasaradavali thane west, Mumbai",2 BHK Apartment,0 - 1 year old
591 ,Ready to move,"8,200 ",48.38 L,"Virar, Mumbai",2 BHK Apartment in Sri Garden Avenue K K4,0 - 1 year old
 , , ,  ,,,
890 ,Ready to move,"4,900 ",43.61 L,"Virar, Mumbai",2 BHK Apartment in Maitry Heights,0 - 1 year old
910 ,Ready to move,"4,900 ",44.59 L,"Virar, Mumbai",2 BHK Apartment in Maitry Heights,0 - 1 year old
665 ,Ready to move,"4,900 ",32.58 L,"Virar, Mumbai",1 BHK Apartment in Maitry Heights,0 - 1 year old
630 ,Ready to move,"4,900 ",30.87 L,"Virar, Mumbai",1 BHK Apartment in Maitry Heights,0 - 1 year old
362 ,Under Construction,"8,897 ",32.21 L,"Virar, Mumbai",1 BHK Apartment in Ekta Brooklyn Park Phase I,Possession by Apr 2020
510 ,Under Construction,"8,900 ",45.39 L,"Virar, Mumbai",2 BHK Apartment in Ekta Brooklyn Park Phase I,Possession by Apr 2020
374 ,Under Construction,"8,898 ",33.28 L,"Virar, Mumbai",1 BHK Apartment in Ekta Brooklyn Park Phase I,Possession by Apr 2020
535 ,Under Construction,"8,899 ",47.61 L,"Virar, Mumbai",2 BHK Apartment in Ekta Brooklyn Park Phase I,Possession by Apr 2020
348 ,Under Construction,"8,899 ",30.97 L,"Virar, Mumbai",1 BHK Apartment in Ekta Brooklyn Park Phase I,Possession by Apr 2020
518 ,Ready to move,"8,704 ",44.99 L,"Virar, Mumbai",2 BHK Apartment in Vama Paradise,0 - 1 year old
412 ,Ready to move,"8,184 ",33.72 L,"Virar, Mumbai",1 BHK Apartment in Vama Paradise,0 - 1 year old
426 ,Ready to move,"8,108 ",34.46 L,"Virar, Mumbai",1 BHK Apartment in Vama Paradise,0 - 1 year old
536 ,Ready to move,"8,703 ",46.56 L,"Virar, Mumbai",2 BHK Apartment in Vama Paradise,0 - 1 year old
579 ,Ready to move,"9,515 ",54.99 L,"Virar, Mumbai",2 BHK Apartment in Vama Paradise,0 - 1 year old
532 ,Ready to move,"8,703 ",46.21 L,"Virar, Mumbai",2 BHK Apartment in Vama Paradise,0 - 1 year old
433 ,Ready to move,"8,101 ",35 L,"Virar, Mumbai",1 BHK Apartment in Vama Paradise,0 - 1 year old
499 ,Ready to move,"8,198 ",40.83 L,"Virar, Mumbai",2 BHK Apartment in Sri Garden Avenue K K4,0 - 1 year old
416 ,Ready to move,"8,199 ",34.11 L,"Virar, Mumbai",1 BHK Apartment in Sri Garden Avenue K K4,0 - 1 year old
415 ,Ready to move,"8,198 ",33.94 L,"Virar, Mumbai",1 BHK Apartment in Sri Garden Avenue K K4,0 - 1 year old
414 ,Ready to move,"8,198 ",33.86 L,"Virar, Mumbai",1 BHK Apartment in Sri Garden Avenue K K4,0 - 1 year old
 , , ,  ,,,
1125 ,Ready to move,"5,333 ",60 L,"Kalyan West, Mumbai",2 BHK Apartment in Osho Residency,11 - 12 years old
1020 ,Ready to move,"6,372 ",65 L,"Kalyan West, Mumbai",2 BHK Apartment in Mehta Amrut Heaven,7 - 8 years old
1174 ,Ready to move,"6,643 ",78 L,"Kalyan West, Mumbai",2 BHK Apartment in Godrej Riverside,7 - 8 years old
1195 ,Ready to move,"7,112 ",85 L,"Kalyan West, Mumbai",2 BHK Apartment in Vajinath The Residences,1 - 2 years old
685 ,Ready to move,"5,547 ",38 L,"Kalyan West, Mumbai",1 BHK Apartment in Reputed Green Hills,0 - 1 year old
715 ,Ready to move,"5,314 ",38 L,"Kalyan West, Mumbai",1 BHK Apartment in Osho Residency,11 - 12 years old
685 ,Ready to move,"6,569 ",45 L,"Kalyan West, Mumbai",1 BHK Apartment in Mehta Amrut Heaven,7 - 8 years old
675 ,Ready to move,"6,518 ",44 L,"Kalyan West, Mumbai",1 BHK Apartment in Mangeshi Flora,4 - 5 years old
685 ,Ready to move,"6,423 ",44 L,"Kalyan West, Mumbai",1 BHK Apartment in Mitali Manali Heights A Wing,1 - 2 years old
655 ,Ready to move,"6,870 ",45 L,"Kalyan West, Mumbai",1 BHK Apartment in OSSK Mrunmayi Palace,4 - 5 years old
648 ,Ready to move,"5,864 ",38 L,"Kalyan West, Mumbai",1 BHK Apartment in Reputed Swapna Nagari,13 - 14 years old
625 ,Ready to move,"7,040 ",44 L,"Kalyan West, Mumbai",1 BHK Apartment in Ajmera Yogi Dham,2 - 3 years old
711 ,Ready to move,"7,735 ",55 L,"Kalyan West, Mumbai",1 BHK Apartment in Ajmera New Era Yogi Dham Phase 4,2 - 3 years old
695 ,Ready to move,"6,762 ",47 L,"Kalyan West, Mumbai",1 BHK Apartment in Gurukrupa Guru Atman,4 years old
655 ,Ready to move,"6,106 ",40 L,"Kalyan West, Mumbai",1 BHK Apartment in Sharda Mulberry Meadows,7 years old
600 ,Ready to move,"5,500 ",33 L,"Kalyan West, Mumbai",1 BHK Apartment in Raunak Raunak City 3,5 - 6 years old
600 ,Ready to move,"5,500 ",33 L,"Kalyan West, Mumbai",1 BHK Apartment in Raunak City 2,3 - 4 years old
645 ,Ready to move,"6,201 ",40 L,"Kalyan West, Mumbai",1 BHK Apartment in Madhav Shristi,8 - 9 years old
640 ,Ready to move,"6,250 ",40 L,"Kalyan West, Mumbai",1 BHK Apartment,7 - 8 years old
666 ,Ready to move,"6,456 ",43 L,"Kalyan West, Mumbai",1 BHK Apartment in Tharwani Rosalie,5 - 6 years old
 , , ,  ,,,
650 ,Ready to move,"5,846 ",38 L,"Kalyan West, Mumbai",1 BHK Apartment in Osho Greens,7 - 8 years old
675 ,Ready to move,"5,925 ",40 L,"Kalyan West, Mumbai",1 BHK Apartment in Shree Niraj Riveria,2 - 3 years old
1750 ,Ready to move,"7,428 ",1.3 Cr,"Kalamboli, Mumbai",3 BHK Apartment in Platinum The Springs,6 - 7 years old
1775 ,Ready to move,"7,042 ",1.25 Cr,"Kalamboli, Mumbai",3 BHK Apartment in Giriraj Giriraj Tower,5 - 6 years old
1115 ,Ready to move,"6,636 ",74 L,"Kalamboli, Mumbai",2 BHK Apartment,5 - 6 years old
650 ,Ready to move,"7,384 ",48 L,"Kalamboli, Mumbai",1 BHK Apartment in Giriraj Enclave,7 - 8 years old
690 ,Ready to move,"7,246 ",50 L,"Kalamboli, Mumbai",1 BHK Apartment,5 - 6 years old
1080 ,Ready to move,"7,407 ",80 L,"Kalamboli, Mumbai",2 BHK Apartment,7 - 8 years old
1140 ,Ready to move,"7,456 ",85 L,"Kalamboli, Mumbai",2 BHK Apartment in Sai Avaneesh,4 - 5 years old
1240 ,Ready to move,"6,854 ",85 L,"Kalamboli, Mumbai",2 BHK Apartment in Neelsidhi Amarante,4 - 5 years old
1330 ,Ready to move,"7,142 ",95 L,"Kalamboli, Mumbai",2 BHK Apartment in Platinum The Springs,6 - 7 years old
875 ,Ready to move,"6,857 ",60 L,"Kalamboli, Mumbai",2 BHK Apartment,5 - 6 years old
690 ,Ready to move,"8,115 ",56 L,"Kalamboli, Mumbai",1 BHK Apartment in Mahaavir Heights,3 - 4 years old
600 ,Ready to move,"9,166 ",55 L,"Kalamboli, Mumbai",1 BHK Apartment in Neelsidhi Amarante,4 - 5 years old
1240 ,Ready to move,"7,258 ",90 L,"Kalamboli, Mumbai",3 BHK Apartment in Neelsidhi Amarante,4 - 5 years old
1080 ,Ready to move,"7,037 ",76 L,"Kalamboli, Mumbai",2 BHK Apartment in Neelsidhi Amarante,4 - 5 years old
1000 ,Ready to move,"6,500 ",65 L,"Kalamboli, Mumbai",2 BHK Apartment in JBD Excellence Tower,4 - 5 years old
1120 ,Ready to move,"7,589 ",85 L,"Kalamboli, Mumbai",2 BHK Apartment in Sky Integreat Radhekrishna,4 - 5 years old
1090 ,Ready to move,"7,798 ",85 L,"Kalamboli, Mumbai",2 BHK Apartment in Mahaavir Heights,3 - 4 years old
1080 ,Ready to move,"6,944 ",75 L,"Kalamboli, Mumbai",2 BHK Apartment in Siddhivinayak Orchid,5 - 6 years old
 , , ,  ,,,
1275 ,Ready to move,"7,450 ",95 L,"Kalamboli, Mumbai",2 BHK Apartment in Giriraj Giriraj Tower,5 - 6 years old
1130 ,Ready to move,"8,849 ",1 Cr,"Kalamboli, Mumbai",2 BHK Apartment,5 - 6 years old
1080 ,Ready to move,"7,407 ",80 L,"Kalamboli, Mumbai",2 BHK Apartment in Reputed The Spring 2,0 - 1 year old
690 ,Ready to move,"8,260 ",57 L,"Kharghar, Mumbai",1 BHK Apartment in Reliable Balaji Shrishti,5 - 6 years old
690 ,Ready to move,"8,115 ",56 L,"Kalamboli, Mumbai",1 BHK Apartment in Platinum Avior,4 - 5 years old
1090 ,Ready to move,"7,339 ",80 L,"Kalamboli, Mumbai",2 BHK Apartment in Platinum Avior,4 - 5 years old
1460 ,Ready to move,"8,561 ",1.25 Cr,"Kalamboli, Mumbai",3 BHK Apartment,5 - 6 years old
650 ,Ready to move,"7,692 ",50 L,"Kalamboli, Mumbai",1 BHK Apartment in Anchit Towers,4 - 5 years old
690 ,Ready to move,"8,695 ",60 L,"Kalamboli, Mumbai",1 BHK Apartment,5 - 6 years old
580 ,Ready to move,"6,896 ",40 L,"Kalamboli, Mumbai",1 BHK Apartment in Anchit Chandra Ganga Residency,6 - 7 years old
1080 ,Ready to move,"6,759 ",73 L,"Kalamboli, Mumbai",2 BHK Apartment in Platinum Aura,6 - 7 years old
710 ,Ready to move,"7,323 ",52 L,"Kalamboli, Mumbai",1 BHK Apartment in Neelsidhi Amarante,4 - 5 years old
1750 ,Ready to move,"7,428 ",1.3 Cr,"Kalamboli, Mumbai",3 BHK Apartment in Platinum The Springs,6 - 7 years old
1460 ,Ready to move,"8,767 ",1.28 Cr,"Kalamboli, Mumbai",3 BHK Apartment,5 - 6 years old
1080 ,Ready to move,"6,481 ",70 L,"Kalamboli, Mumbai",2 BHK Apartment in Anchit Towers,4 - 5 years old
982 ,Ready to move,"21,894 ",2.15 Cr,"Kurla West, Mumbai",2 BHK Apartment,Resale 
550 ,Ready to move,"12,727 ",70 L,"Kurla West, Mumbai",1 BHK Apartment,Resale 
785 ,Ready to move,"16,560 ",1.3 Cr,"Kurla West, Mumbai",2 BHK Apartment,Resale 
740 ,Ready to move,"10,405 ",77 L,"Kurla West, Mumbai",1 BHK Apartment,2 Bathrooms
1050 ,Ready to move,"12,000 ",1.26 Cr,"Kurla West, Mumbai",2 BHK Apartment,2 Bathrooms
 , , ,  ,,,
1050 ,Ready to move,"12,000 ",1.26 Cr,"Kurla West, Mumbai",2 BHK Apartment,2 Bathrooms
785 ,Ready to move,"16,560 ",1.3 Cr,"Kurla West, Mumbai",2 BHK Apartment,Resale 
1050 ,Ready to move,"17,142 ",1.8 Cr,"Kurla, Mumbai",2 BHK Apartment in Kohinoor City Phase I,2 Bathrooms
650 ,Ready to move,"11,538 ",75 L,"Kurla West, Mumbai",1 BHK Apartment,2 Bathrooms
700 ,Ready to move,"10,714 ",75 L,"Kurla West, Mumbai",1 BHK Apartment,Resale 
1515 ,Ready to move,"15,181 ",2.3 Cr,"Kurla West, Mumbai",3 BHK Apartment,Resale 
900 ,Ready to move,"15,000 ",1.35 Cr,"Kurla West, Mumbai",2 BHK Apartment,2 Bathrooms
1000 ,Ready to move,"23,000 ",2.3 Cr,"Santacruz East, Mumbai",2 BHK Apartment,2 Bathrooms
1000 ,Ready to move,"23,000 ",2.3 Cr,"Santacruz East, Mumbai",2 BHK Apartment,2 Bathrooms
1000 ,Ready to move,"23,000 ",2.3 Cr,"Santacruz East, Mumbai",2 BHK Apartment,2 Bathrooms
690 ,Ready to move,"13,768 ",95 L,"Kurla West, Mumbai",1 BHK Apartment,2 Bathrooms
700 ,Ready to move,"12,142 ",85 L,"Kurla East, Mumbai",1 BHK Apartment,Resale 
1000 ,Ready to move,"9,500 ",95 L,"Kurla West, Mumbai",2 BHK Apartment,Resale 
730 ,Ready to move,"10,958 ",80 L,"Kurla West, Mumbai",1 BHK Apartment,New 
1560 ,Ready to move,"8,012 ",1.25 Cr,"Kalyan West, Mumbai",3 BHK Apartment in Reputed Vasant Valley,9 - 10 years old
1480 ,Ready to move,"8,783 ",1.3 Cr,"Kalyan West, Mumbai",3 BHK Apartment in Triveni Laurel,3 - 4 years old
1800 ,Ready to move,"7,222 ",1.3 Cr,"Kalyan West, Mumbai",3 BHK Apartment in Aryan Aadinath palace,7 - 8 years old
1035 ,Ready to move,"6,956 ",72 L,"Kalyan West, Mumbai",2 BHK Apartment in Mangeshi Flora,4 - 5 years old
995 ,Ready to move,"7,035 ",70 L,"Kalyan West, Mumbai",2 BHK Apartment in Mitali Manali Heights A Wing,1 - 2 years old
1015 ,Ready to move,"6,896 ",70 L,"Kalyan West, Mumbai",2 BHK Apartment in OSSK Mrunmayi Palace,4 - 5 years old
 , , ,  ,,,
999 ,Ready to move,"8,008 ",80 L,"Kalyan West, Mumbai",2 BHK Apartment in Ajmera New Era Yogi Dham Phase 4,2 - 3 years old
925 ,Ready to move,"7,567 ",70 L,"Kalyan West, Mumbai",2 BHK Apartment in Ajmera Yogi Dham,2 - 3 years old
970 ,Ready to move,"6,907 ",67 L,"Kalyan West, Mumbai",2 BHK Apartment in Gurukrupa Guru Atman,4 years old
985 ,Ready to move,"6,091 ",60 L,"Kalyan West, Mumbai",2 BHK Apartment in Sharda Mulberry Meadows,7 years old
1070 ,Ready to move,"5,607 ",60 L,"Kalyan West, Mumbai",2 BHK Apartment in Raunak City 2,3 - 4 years old
1150 ,Ready to move,"7,826 ",90 L,"Kalyan West, Mumbai",2 BHK Apartment in Reputed Sai Gaurav,4 - 5 years old
985 ,Ready to move,"6,091 ",60 L,"Kalyan West, Mumbai",2 BHK Apartment in Madhav Shristi,8 - 9 years old
998 ,Ready to move,"6,012 ",60 L,"Kalyan West, Mumbai",2 BHK Apartment,7 - 8 years old
1180 ,Ready to move,"6,779 ",80 L,"Kalyan West, Mumbai",2 BHK Apartment in Krupa Urbanville,2 - 3 years old
1130 ,Ready to move,"6,637 ",75 L,"Kalyan West, Mumbai",2 BHK Apartment in Tharwani Rosalie,5 - 6 years old
988 ,Ready to move,"6,072 ",60 L,"Kalyan West, Mumbai",2 BHK Apartment in Osho Greens,7 - 8 years old
1100 ,Ready to move,"5,454 ",60 L,"Kalyan West, Mumbai",2 BHK Apartment in Shree Niraj Riveria,2 - 3 years old
1087 ,Ready to move,"7,175 ",78 L,"Kalyan West, Mumbai",2 BHK Apartment in Madhav Sankalp,11 - 12 years old
1156 ,Ready to move,"7,612 ",88 L,"Kalyan West, Mumbai",2 BHK Apartment in Reputed Vasant Valley,9 - 10 years old
1127 ,Ready to move,"6,388 ",72 L,"Kalyan West, Mumbai",2 BHK Apartment in Tharwani Riverdale,7 - 8 years old
955 ,Ready to move,"6,806 ",65 L,"Kalyan West, Mumbai",2 BHK Apartment in Tharwani Realty Riverdale Vista,4 - 5 years old
1174 ,Ready to move,"7,666 ",90 L,"Kalyan West, Mumbai",2 BHK Apartment in Triveni Laurel,3 - 4 years old
2735 ,Ready to move,"29,433 ",8.05 Cr,"Wadala, Mumbai",3 BHK Apartment,1 - 2 years old
1400 ,Ready to move,"9,642 ",1.35 Cr,"Koper Khairane, Mumbai",2 BHK Apartment in Reputed Om Arcade,0 - 1 year old
1060 ,Ready to move,"11,792 ",1.25 Cr,"Koper Khairane, Mumbai",2 BHK Apartment in Reputed Om Arcade,0 - 1 year old
 , , ,  ,,,
438 ,Under Construction,"17,123 ",75 L,"Thane West, Mumbai",1 BHK Apartment in Piramal Vaikunth Thane,Possession by Jun 2025
467 ,Under Construction,"17,773 ",82.99 L,"Thane West, Mumbai",2 BHK Apartment in Piramal Vaikunth Thane,Possession by Jun 2025
